yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2019.0,2019.0,Export,Oman,World,30.0,Pharmaceutical products,91941539.0,,,-36.8535712,174.7456809,302019Oman,503514147.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,31.0,Fertilizers,726912933.0,,,-36.8535712,174.7456809,312019Oman,38337226.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,32.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",65672074.0,,,-36.8535712,174.7456809,322019Oman,125836688.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",91421905.0,,,-36.8535712,174.7456809,332019Oman,348515453.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,34.0,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",54864458.0,,,-36.8535712,174.7456809,342019Oman,192907618.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,2916340.0,,,-36.8535712,174.7456809,352019Oman,27486247.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,4209781.0,,,-36.8535712,174.7456809,362019Oman,16674614.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,37.0,Photographic or cinematographic goods,487191.0,,,-36.8535712,174.7456809,372019Oman,6106470.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,38.0,Chemical products n.e.c.,11801229.0,,,-36.8535712,174.7456809,382019Oman,349978098.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,39.0,Plastics and articles thereof,545005188.0,,,-36.8535712,174.7456809,392019Oman,854647722.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,40.0,Rubber and articles thereof,39301991.0,,,-36.8535712,174.7456809,402019Oman,262717341.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,41.0,Raw hides and skins (other than furskins) and leather,946189.0,,,-36.8535712,174.7456809,412019Oman,876603.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,42.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6670288.0,,,-36.8535712,174.7456809,422019Oman,39951184.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,43.0,Furskins and artificial fur; manufactures thereof,19159.0,,,-36.8535712,174.7456809,432019Oman,49068.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,44.0,Wood and articles of wood; wood charcoal,18408632.0,,,-36.8535712,174.7456809,442019Oman,179212363.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,45.0,Cork and articles of cork,364733.0,,,-36.8535712,174.7456809,452019Oman,5900810.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",767159.0,,,-36.8535712,174.7456809,462019Oman,6225986.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,3179110.0,,,-36.8535712,174.7456809,472019Oman,1179378.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,48.0,"Paper and paperboard; articles of paper pulp, of paper or paperboard",37639575.0,,,-36.8535712,174.7456809,482019Oman,213484157.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,49.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",51990034.0,,,-36.8535712,174.7456809,492019Oman,78047363.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,50.0,Silk,151274.0,,,-36.8535712,174.7456809,502019Oman,3114350.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,51.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",191521.0,,,-36.8535712,174.7456809,512019Oman,59786.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,52.0,Cotton,2753349.0,,,-36.8535712,174.7456809,522019Oman,7277310.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,53.0,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,12769.0,,,-36.8535712,174.7456809,532019Oman,1371107.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,54.0,Man-made filaments; strip and the like of man-made textile materials,7561528.0,,,-36.8535712,174.7456809,542019Oman,33021586.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,55.0,Man-made staple fibres,7673705.0,,,-36.8535712,174.7456809,552019Oman,28474390.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,56.0,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",2421344.0,,,-36.8535712,174.7456809,562019Oman,17763447.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,57.0,Carpets and other textile floor coverings,1498239.0,,,-36.8535712,174.7456809,572019Oman,27038746.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,58.0,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1275513.0,,,-36.8535712,174.7456809,582019Oman,3548639.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,59.0,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",460187.0,,,-36.8535712,174.7456809,592019Oman,7767851.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,60.0,Fabrics; knitted or crocheted,1374678.0,,,-36.8535712,174.7456809,602019Oman,4141211.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,61.0,Apparel and clothing accessories; knitted or crocheted,41184844.0,,,-36.8535712,174.7456809,612019Oman,181411606.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,62.0,Apparel and clothing accessories; not knitted or crocheted,30237607.0,,,-36.8535712,174.7456809,622019Oman,129871166.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,63.0,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",13971764.0,,,-36.8535712,174.7456809,632019Oman,49380801.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,64.0,Footwear; gaiters and the like; parts of such articles,28737721.0,,,-36.8535712,174.7456809,642019Oman,99836550.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,65.0,Headgear and parts thereof,1826829.0,,,-36.8535712,174.7456809,652019Oman,16623267.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,66.0,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",97771.0,,,-36.8535712,174.7456809,662019Oman,739557.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,67.0,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",427984.0,,,-36.8535712,174.7456809,672019Oman,3053131.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",120935565.0,,,-36.8535712,174.7456809,682019Oman,121697565.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,69.0,Ceramic products,20604911.0,,,-36.8535712,174.7456809,692019Oman,157442729.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,70.0,Glass and glassware,54093040.0,,,-36.8535712,174.7456809,702019Oman,99890877.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,71.0,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",228842216.0,,,-36.8535712,174.7456809,712019Oman,497143981.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,72.0,Iron and steel,999641910.0,,,-36.8535712,174.7456809,722019Oman,1182093053.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,73.0,Iron or steel articles,402502265.0,,,-36.8535712,174.7456809,732019Oman,1451078738.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,74.0,Copper and articles thereof,8398568.0,,,-36.8535712,174.7456809,742019Oman,440278436.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,75.0,Nickel and articles thereof,3734093.0,,,-36.8535712,174.7456809,752019Oman,14242976.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,76.0,Aluminium and articles thereof,952788556.0,,,-36.8535712,174.7456809,762019Oman,242589418.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,78.0,Lead and articles thereof,1784548.0,,,-36.8535712,174.7456809,782019Oman,25058218.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,79.0,Zinc and articles thereof,2135092.0,,,-36.8535712,174.7456809,792019Oman,40656082.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,80.0,Tin; articles thereof,1086054.0,,,-36.8535712,174.7456809,802019Oman,4728696.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,81.0,"Metals; n.e.c., cermets and articles thereof",212858.0,,,-36.8535712,174.7456809,812019Oman,2976915.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14143590.0,,,-36.8535712,174.7456809,822019Oman,81972689.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,83.0,Metal; miscellaneous products of base metal,8418893.0,,,-36.8535712,174.7456809,832019Oman,78708871.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",595190372.0,,,-36.8535712,174.7456809,842019Oman,3535657190.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,85.0,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",575239966.0,,,-36.8535712,174.7456809,852019Oman,1818463157.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,86.0,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",2280556.0,,,-36.8535712,174.7456809,862019Oman,5143424.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",904527291.0,,,-36.8535712,174.7456809,872019Oman,2521275029.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,88.0,"Aircraft, spacecraft and parts thereof",164981691.0,,,-36.8535712,174.7456809,882019Oman,94163047.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,89.0,"Ships, boats and floating structures",583771856.0,,,-36.8535712,174.7456809,892019Oman,33793612.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",134673727.0,,,-36.8535712,174.7456809,902019Oman,469413419.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,91.0,Clocks and watches and parts thereof,17086268.0,,,-36.8535712,174.7456809,912019Oman,80038026.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,92.0,Musical instruments; parts and accessories of such articles,1513367.0,,,-36.8535712,174.7456809,922019Oman,1860389.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,93.0,Arms and ammunition; parts and accessories thereof,5634220.0,,,-36.8535712,174.7456809,932019Oman,40522.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,94.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",74283327.0,,,-36.8535712,174.7456809,942019Oman,445881439.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,95.0,"Toys, games and sports requisites; parts and accessories thereof",21429659.0,,,-36.8535712,174.7456809,952019Oman,61618043.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,96.0,Miscellaneous manufactured articles,19740898.0,,,-36.8535712,174.7456809,962019Oman,148501599.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,97.0,Works of art; collectors' pieces and antiques,1507817.0,,,-36.8535712,174.7456809,972019Oman,1875263.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Oman,World,99.0,Commodities not specified according to kind,37161003.0,,,-36.8535712,174.7456809,992019Oman,18391465.0,-36.8535712,174.7456809
