yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Southern Asia,Asia,549,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,World,World,744575,25.3336984,51.2295295,,
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Bahrain, Bahrain,107550,25.3336984,51.2295295,,
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,53586,25.3336984,51.2295295,,
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,Saudi Arabia, Saudi Arabia,343839,25.3336984,51.2295295,,
2006,2006,Export,Qatar,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,239051,25.3336984,51.2295295,,
