yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57352538.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2015,2015.0,Export,Malta,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6088.0,,35.8885993,14.4476911,41.000028,19.9999619
2015,2015.0,Export,Malta,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2311758.0,,35.8885993,14.4476911,28.0000272,2.9999825
2015,2015.0,Export,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",94769.0,,35.8885993,14.4476911,-24.7761086,134.755
2015,2015.0,Export,Malta,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3596.0,,35.8885993,14.4476911,15.6134137,19.0156172
2015,2015.0,Export,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",459.0,,35.8885993,14.4476911,35.000074,104.999927
2015,2015.0,Export,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1110.0,,35.8885993,14.4476911,63.2467777,25.9209164
2015,2015.0,Export,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",353382.0,,35.8885993,14.4476911,46.603354,1.8883335
2015,2015.0,Export,Malta,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5382.0,,35.8885993,14.4476911,-0.8999695,11.6899699
2015,2015.0,Export,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",290552.0,,35.8885993,14.4476911,51.1638175,10.4478313
2015,2015.0,Export,Malta,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28966.0,,35.8885993,14.4476911,8.0300284,-1.0800271
2015,2015.0,Export,Malta,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",183.0,,35.8885993,14.4476911,15.5855545,-90.345759
2015,2015.0,Export,Malta,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",166.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2015,2015.0,Export,Malta,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",248576.0,,35.8885993,14.4476911,52.865196,-7.9794599
2015,2015.0,Export,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",911.0,,35.8885993,14.4476911,30.8124247,34.8594762
2015,2015.0,Export,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",386927.0,,35.8885993,14.4476911,42.6384261,12.674297
2015,2015.0,Export,Malta,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",400.0,,35.8885993,14.4476911,31.1667049,36.941628
2015,2015.0,Export,Malta,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84651.0,,35.8885993,14.4476911,1.4419683,38.4313975
2015,2015.0,Export,Malta,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27827.0,,35.8885993,14.4476911,,
2015,2015.0,Export,Malta,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133179.0,,35.8885993,14.4476911,29.2733964,47.4979476
2015,2015.0,Export,Malta,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22196.0,,35.8885993,14.4476911,33.8750629,35.843409
2015,2015.0,Export,Malta,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3969091.0,,35.8885993,14.4476911,26.8234472,18.1236723
2015,2015.0,Export,Malta,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",756.0,,35.8885993,14.4476911,,
