yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1065520,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4198910,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1071038,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,200300,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,103916,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,975428,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,170818,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1962465,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2015,2015,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,19157588,25.3336984,51.2295295,,
