yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,300,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1562770,40.7696272,44.6736646,37.977378106878206,73.97804075806764
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,267397,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,3478,40.7696272,44.6736646,,
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,210346,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,628482,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,31296,40.7696272,44.6736646,10.528384761701911,103.08333472012376
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,280156,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1033315,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2156081,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1163027,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,7399550,40.7696272,44.6736646,,
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,3863,40.7696272,44.6736646,,
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,4937,40.7696272,44.6736646,,
2013,2013,Import,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,39137,40.7696272,44.6736646,,
