rtTitle,Subregion,rgDesc,TradeValue
Comoros,Algeria,Export,5946
Comoros,Algeria,Import,28
Comoros,Djibouti,Export,9145
Comoros,Israel,Import,44504
Comoros,Jordan,Export,5946
Comoros,Jordan,Import,14268
Comoros,Kuwait,Import,27520
Comoros,Lebanon,Import,5581
Comoros,Libya,Import,40281
Comoros,Mauritania,Import,154046
Comoros,Morocco,Import,673406
Comoros,Oman,Export,251
Comoros,Oman,Import,368575
Comoros,Pakistan,Export,793016
Comoros,Pakistan,Import,26761255
Comoros,Qatar,Import,294801
Comoros,Saudi Arabia,Export,338055
Comoros,Saudi Arabia,Import,529247
Comoros,United Arab Emirates,Export,683874
Comoros,United Arab Emirates,Import,46640922
Comoros,World,Export,16596931
Comoros,World,Import,206004366
Comoros,Yemen,Import,122047
