yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,9841000,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,12000,33.8750629,35.843409,37.977378106878206,73.97804075806764
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,41435000,33.8750629,35.843409,51.67568633314729,27.673469819741847
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,9184000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,4773000,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,503000,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,26016000,33.8750629,35.843409,59.36075159783851,25.01346951967388
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,9066000,33.8750629,35.843409,10.528384761701911,103.08333472012376
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,2441000,33.8750629,35.843409,40.12399607988535,20.742583178432696
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,38000,33.8750629,35.843409,6.06272746187266,22.727528470146083
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,11387000,33.8750629,35.843409,26.42921218083572,52.86847103284948
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,47987000,33.8750629,35.843409,47.92172048214207,7.866753258497997
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;,World,World,178761000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Armenia, Armenia,3000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,622000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,179000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,5000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,11424000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,2594000,33.8750629,35.843409,,
2005,2005,Import,Lebanon,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,165000,33.8750629,35.843409,,
