yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,378,,,39.89317229901691,61.060280637304274
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,1667891,,,37.977378106878206,73.97804075806764
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,132494,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Latin America and the Caribbean,Americas,9545,,,17.925141963241547,-78.01492950057497
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Northern Europe,Europe,43266,,,59.36075159783851,25.01346951967388
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,South-eastern Asia,Asia,14830,,,10.528384761701911,103.08333472012376
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Sub-Saharan Africa,Africa,33084,,,6.06272746187266,22.727528470146083
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,478365,,,26.42921218083572,52.86847103284948
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Europe,Europe,46184,,,47.92172048214207,7.866753258497997
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,9531113,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Afghanistan, Afghanistan,363,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Pakistan, Pakistan,1111347,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Qatar, Qatar,196,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, Saudi Arabia, Saudi Arabia,1445082,,,,
2011,2011,Import,Fmr Sudan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery, United Arab Emirates, United Arab Emirates,265371,,,,
