yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Export,Pakistan,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",43749.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Re-Export,Pakistan,India,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41849.0,,30.3308401,71.247499,22.3511148,78.6677428
2014,2014.0,Re-Export,Pakistan,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1900.0,,30.3308401,71.247499,24.0002488,53.9994829
