yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Re-Export,Cyprus,World,11.0,Products of the milling industry; malt; starches; inulin,29341.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2003,2003.0,Re-Export,Cyprus,Australia,11.0,Products of the milling industry; malt; starches; inulin,15.0,,34.9823018,33.1451285,-24.7761086,134.755
2003,2003.0,Re-Export,Cyprus,Bulgaria,11.0,Products of the milling industry; malt; starches; inulin,261.0,,34.9823018,33.1451285,42.6073975,25.4856617
2003,2003.0,Re-Export,Cyprus,Greece,11.0,Products of the milling industry; malt; starches; inulin,2049.0,,34.9823018,33.1451285,38.9953683,21.9877132
2003,2003.0,Re-Export,Cyprus,Kuwait,11.0,Products of the milling industry; malt; starches; inulin,8133.0,,34.9823018,33.1451285,29.2733964,47.4979476
2003,2003.0,Re-Export,Cyprus,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin,8880.0,,34.9823018,33.1451285,25.6242618,42.3528328
2003,2003.0,Re-Export,Cyprus,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,7939.0,,34.9823018,33.1451285,24.0002488,53.9994829
2003,2003.0,Re-Export,Cyprus,United Kingdom,11.0,Products of the milling industry; malt; starches; inulin,2064.0,,34.9823018,33.1451285,54.7023545,-3.2765753
