yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,432974,31.1667049,36.941628,37.977378106878206,73.97804075806764
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,144260,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,235889,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,571712,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,867340,31.1667049,36.941628,59.36075159783851,25.01346951967388
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,108453,31.1667049,36.941628,10.528384761701911,103.08333472012376
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1163730,31.1667049,36.941628,40.12399607988535,20.742583178432696
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,175094,31.1667049,36.941628,26.42921218083572,52.86847103284948
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2122932,31.1667049,36.941628,47.92172048214207,7.866753258497997
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,8407878,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,86315,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,1199,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,33573,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,13243,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,3454,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2234038,31.1667049,36.941628,,
2004,2004,Import,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,82773,31.1667049,36.941628,,
