yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,106400,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,51200,25.62,42.35,6.06272746187266,22.727528470146083
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,1404802,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Kuwait, Kuwait,34667,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Libya, Libya,96000,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Oman, Oman,33067,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,885868,25.62,42.35,,
2003,2003,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,124533,25.62,42.35,,
