yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Asia,Asia,110060,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Egypt,Egypt,5515,25.3336984,51.2295295,,
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,215860,25.3336984,51.2295295,,
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Kuwait, Kuwait,59190,25.3336984,51.2295295,,
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Lebanon, Lebanon,3767,25.3336984,51.2295295,,
2009,2009,Re-Export,Qatar,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,United Arab Emirates, United Arab Emirates,37328,25.3336984,51.2295295,,
