yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,25348,40.3936294,47.7872508,37.977378106878206,73.97804075806764
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,15277596,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,62859,40.3936294,47.7872508,59.36075159783851,25.01346951967388
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,11095,40.3936294,47.7872508,10.528384761701911,103.08333472012376
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,226358,40.3936294,47.7872508,25.499703063807168,75.5024015339642
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,38487,40.3936294,47.7872508,40.12399607988535,20.742583178432696
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,168895,40.3936294,47.7872508,26.42921218083572,52.86847103284948
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,1098090,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,16911166,40.3936294,47.7872508,,
2009,2009,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,1470,40.3936294,47.7872508,,
