yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Georgia,World,81.0,Other base metals; cermets; articles thereof,146566.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2005,2005.0,Export,Georgia,France,81.0,Other base metals; cermets; articles thereof,19.0,,32.3293809,-83.1137366,46.603354,1.8883335
2005,2005.0,Export,Georgia,Iran,81.0,Other base metals; cermets; articles thereof,11484.0,,32.3293809,-83.1137366,32.6475314,54.5643516
2005,2005.0,Export,Georgia,Spain,81.0,Other base metals; cermets; articles thereof,32430.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2005,2005.0,Export,Georgia,Switzerland,81.0,Other base metals; cermets; articles thereof,102633.0,,32.3293809,-83.1137366,46.7985624,8.2319736
