yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Comoros,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",25137.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2014,2014.0,Import,Comoros,China,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5607.0,,-12.2045176,44.2832964,35.000074,104.999927
2014,2014.0,Import,Comoros,France,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",7584.0,,-12.2045176,44.2832964,46.603354,1.8883335
2014,2014.0,Import,Comoros,Madagascar,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",100.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2014,2014.0,Import,Comoros,Mauritius,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5637.0,,-12.2045176,44.2832964,-20.2759451,57.5703566
2014,2014.0,Import,Comoros,United Arab Emirates,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6062.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2014,2014.0,Import,Comoros,United Rep. of Tanzania,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",145.0,,-12.2045176,44.2832964,,
