yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Eastern Asia,Asia,74305
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Eastern Europe,Europe,155744
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Northern Africa,Africa,5510
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Northern America,Americas,106394
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Northern Europe,Europe,312406
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,South-eastern Asia,Asia,5142
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Southern Europe,Europe,3922273
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Western Asia,Asia,3122
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,Western Europe,Europe,561410
1999,1999,Re-Export,Cyprus,91,Clocks and watches and parts thereof,World,World,5467904
