yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin,Australia and New Zealand,Oceania,15,34.9823018,33.1451285,-16.85099460447687,133.4130365630627
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin,Eastern Europe,Europe,261,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,2064,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,2049,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin,World,World,29341,34.9823018,33.1451285,,
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin, Kuwait, Kuwait,8133,34.9823018,33.1451285,,
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin, Saudi Arabia, Saudi Arabia,8880,34.9823018,33.1451285,,
2003,2003,Re-Export,Cyprus,11,Products of the milling industry; malt; starches; inulin, United Arab Emirates, United Arab Emirates,7939,34.9823018,33.1451285,,
