yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Qatar,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7074788.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2012,2012.0,Export,Qatar,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",37177.0,,25.3336984,51.2295295,-24.7761086,134.755
2012,2012.0,Export,Qatar,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9317.0,,25.3336984,51.2295295,47.59397,14.12456
2012,2012.0,Export,Qatar,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",95832.0,,25.3336984,51.2295295,26.1551249,50.5344606
2012,2012.0,Export,Qatar,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",154300.0,,25.3336984,51.2295295,50.6402809,4.6667145
2012,2012.0,Export,Qatar,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",24415.0,,25.3336984,51.2295295,4.6125522,13.1535811
2012,2012.0,Export,Qatar,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16451.0,,25.3336984,51.2295295,35.000074,104.999927
2012,2012.0,Export,Qatar,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28230.0,,25.3336984,51.2295295,4.099917,-72.9088133
2012,2012.0,Export,Qatar,Benin,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4120.0,,25.3336984,51.2295295,9.5293472,2.2584408
2012,2012.0,Export,Qatar,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10446.0,,25.3336984,51.2295295,55.670249,10.3333283
2012,2012.0,Export,Qatar,Ecuador,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",89953.0,,25.3336984,51.2295295,-1.3397668,-79.3666965
2012,2012.0,Export,Qatar,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",64784.0,,25.3336984,51.2295295,46.603354,1.8883335
2012,2012.0,Export,Qatar,Gabon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9796.0,,25.3336984,51.2295295,-0.8999695,11.6899699
2012,2012.0,Export,Qatar,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000323.0,,25.3336984,51.2295295,51.1638175,10.4478313
2012,2012.0,Export,Qatar,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2297.0,,25.3336984,51.2295295,38.9953683,21.9877132
2012,2012.0,Export,Qatar,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",87490.0,,25.3336984,51.2295295,-2.4833826,117.8902853
2012,2012.0,Export,Qatar,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",123.0,,25.3336984,51.2295295,32.6475314,54.5643516
2012,2012.0,Export,Qatar,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28845.0,,25.3336984,51.2295295,33.0955793,44.1749775
2012,2012.0,Export,Qatar,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",317976.0,,25.3336984,51.2295295,42.6384261,12.674297
2012,2012.0,Export,Qatar,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2376.0,,25.3336984,51.2295295,31.1667049,36.941628
2012,2012.0,Export,Qatar,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",219.0,,25.3336984,51.2295295,,
2012,2012.0,Export,Qatar,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",252933.0,,25.3336984,51.2295295,29.2733964,47.4979476
2012,2012.0,Export,Qatar,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",95429.0,,25.3336984,51.2295295,33.8750629,35.843409
2012,2012.0,Export,Qatar,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20033.0,,25.3336984,51.2295295,26.8234472,18.1236723
2012,2012.0,Export,Qatar,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2000.0,,25.3336984,51.2295295,49.8158683,6.1296751
2012,2012.0,Export,Qatar,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28876.0,,25.3336984,51.2295295,4.5693754,102.2656823
2012,2012.0,Export,Qatar,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",214835.0,,25.3336984,51.2295295,21.0000287,57.0036901
2012,2012.0,Export,Qatar,Nepal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",137.0,,25.3336984,51.2295295,28.1083929,84.0917139
2012,2012.0,Export,Qatar,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",122157.0,,25.3336984,51.2295295,52.2434979,5.6343227
2012,2012.0,Export,Qatar,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",64180.0,,25.3336984,51.2295295,30.3308401,71.247499
2012,2012.0,Export,Qatar,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1373.0,,25.3336984,51.2295295,12.7503486,122.7312101
2012,2012.0,Export,Qatar,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15860.0,,25.3336984,51.2295295,39.6621648,-8.1353519
2012,2012.0,Export,Qatar,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5112.0,,25.3336984,51.2295295,45.9852129,24.6859225
2012,2012.0,Export,Qatar,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1697369.0,,25.3336984,51.2295295,25.6242618,42.3528328
2012,2012.0,Export,Qatar,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1030.0,,25.3336984,51.2295295,22.3511148,78.6677428
2012,2012.0,Export,Qatar,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",211747.0,,25.3336984,51.2295295,1.357107,103.8194992
2012,2012.0,Export,Qatar,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3818.0,,25.3336984,51.2295295,-28.8166236,24.991639
2012,2012.0,Export,Qatar,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",120552.0,,25.3336984,51.2295295,39.3260685,-4.8379791
2012,2012.0,Export,Qatar,Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1510.0,,25.3336984,51.2295295,14.5844444,29.4917691
2012,2012.0,Export,Qatar,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31435.0,,25.3336984,51.2295295,-26.5624806,31.3991317
