yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,73696,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,30949,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,39,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,780986,21.0000287,57.0036901,,
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,241062,21.0000287,57.0036901,,
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,91244,21.0000287,57.0036901,,
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,49,21.0000287,57.0036901,,
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,195855,21.0000287,57.0036901,,
2011,2011,Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,146841,21.0000287,57.0036901,,
