yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,2491,33.87,35.84,-16.85099460447687,133.4130365630627
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4998,33.87,35.84,37.977378106878206,73.97804075806764
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,2568,33.87,35.84,51.67568633314729,27.673469819741847
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,2167,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,3713,33.87,35.84,17.925141963241547,-78.01492950057497
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,11527,33.87,35.84,43.897683433510366,-100.08947125585888
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,14208,33.87,35.84,59.36075159783851,25.01346951967388
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,20751,33.87,35.84,40.12399607988535,20.742583178432696
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,370290,33.87,35.84,6.06272746187266,22.727528470146083
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,3070,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,144987,33.87,35.84,26.42921218083572,52.86847103284948
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,8429,33.87,35.84,47.92172048214207,7.866753258497997
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,823670,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,36103,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1011,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Cyprus, Cyprus,5231,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Djibouti, Djibouti,1712,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,88113,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,20123,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,8169,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,7603,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,40052,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,11297,33.87,35.84,,
2018,2018,Export,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,15038,33.87,35.84,,
