yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,102307,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,6000507,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,483401,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,816985,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,9326376,21.0000287,57.0036901,,
2012,2012,Import,Oman,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,763084,21.0000287,57.0036901,,
