yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,2041,30.3308401,71.247499,59.36075159783851,25.01346951967388
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,37,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,1893,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,World,World,29447,30.3308401,71.247499,,
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,425,30.3308401,71.247499,,
2007,2007,Re-Export,Pakistan,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,25051,30.3308401,71.247499,,
