yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,Kuwait,World,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",491464067.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2011,2011.0,Import,Kuwait,Czechia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",924871.0,,29.2733964,47.4979476,49.7439047,15.3381061
2011,2011.0,Import,Kuwait,Benin,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",511.0,,29.2733964,47.4979476,9.5293472,2.2584408
2011,2011.0,Import,Kuwait,Denmark,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2510164.0,,29.2733964,47.4979476,55.670249,10.3333283
2011,2011.0,Import,Kuwait,Dominica,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",21783.0,,29.2733964,47.4979476,19.0974031,-70.3028026
2011,2011.0,Import,Kuwait,Dominican Rep.,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",585541.0,,29.2733964,47.4979476,,
2011,2011.0,Import,Kuwait,El Salvador,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",482.0,,29.2733964,47.4979476,13.8000382,-88.9140683
2011,2011.0,Import,Kuwait,Estonia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",25055.0,,29.2733964,47.4979476,58.7523778,25.3319078
2011,2011.0,Import,Kuwait,Finland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2128156.0,,29.2733964,47.4979476,63.2467777,25.9209164
2011,2011.0,Import,Kuwait,France,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",18246062.0,,29.2733964,47.4979476,46.603354,1.8883335
2011,2011.0,Import,Kuwait,Djibouti,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",391.0,,29.2733964,47.4979476,11.8145966,42.8453061
2011,2011.0,Import,Kuwait,Gabon,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",12372.0,,29.2733964,47.4979476,-0.8999695,11.6899699
2011,2011.0,Import,Kuwait,Georgia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",134.0,,29.2733964,47.4979476,32.3293809,-83.1137366
2011,2011.0,Import,Kuwait,Germany,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",60607656.0,,29.2733964,47.4979476,51.1638175,10.4478313
2011,2011.0,Import,Kuwait,Greece,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",203319.0,,29.2733964,47.4979476,38.9953683,21.9877132
2011,2011.0,Import,Kuwait,Honduras,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4939.0,,29.2733964,47.4979476,15.2572432,-86.0755145
2011,2011.0,Import,Kuwait,"China, Hong Kong SAR",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",181961.0,,29.2733964,47.4979476,22.350627,114.1849161
2011,2011.0,Import,Kuwait,Hungary,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",836904.0,,29.2733964,47.4979476,47.1817585,19.5060937
2011,2011.0,Import,Kuwait,Iceland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8302.0,,29.2733964,47.4979476,64.9841821,-18.1059013
2011,2011.0,Import,Kuwait,Indonesia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",456523.0,,29.2733964,47.4979476,-2.4833826,117.8902853
2011,2011.0,Import,Kuwait,Iran,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",6099.0,,29.2733964,47.4979476,32.6475314,54.5643516
2011,2011.0,Import,Kuwait,Ireland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",14869450.0,,29.2733964,47.4979476,52.865196,-7.9794599
2011,2011.0,Import,Kuwait,Italy,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",36922520.0,,29.2733964,47.4979476,42.6384261,12.674297
2011,2011.0,Import,Kuwait,Côte d'Ivoire,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",438.0,,29.2733964,47.4979476,7.9897371,-5.5679458
2011,2011.0,Import,Kuwait,Japan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",23367628.0,,29.2733964,47.4979476,36.5748441,139.2394179
2011,2011.0,Import,Kuwait,Jordan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",16767.0,,29.2733964,47.4979476,31.1667049,36.941628
2011,2011.0,Import,Kuwait,Dem. People's Rep. of Korea,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8679.0,,29.2733964,47.4979476,,
2011,2011.0,Import,Kuwait,Rep. of Korea,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",13830452.0,,29.2733964,47.4979476,,
2011,2011.0,Import,Kuwait,Kyrgyzstan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",116.0,,29.2733964,47.4979476,41.5089324,74.724091
2011,2011.0,Import,Kuwait,Lebanon,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",17032.0,,29.2733964,47.4979476,33.8750629,35.843409
2011,2011.0,Import,Kuwait,Latvia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",12759.0,,29.2733964,47.4979476,56.8406494,24.7537645
2011,2011.0,Import,Kuwait,Lithuania,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",113634.0,,29.2733964,47.4979476,55.3500003,23.7499997
2011,2011.0,Import,Kuwait,Luxembourg,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",62702.0,,29.2733964,47.4979476,49.8158683,6.1296751
2011,2011.0,Import,Kuwait,"China, Macao SAR",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",978.0,,29.2733964,47.4979476,,
2011,2011.0,Import,Kuwait,Malaysia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",3000494.0,,29.2733964,47.4979476,4.5693754,102.2656823
2011,2011.0,Import,Kuwait,Mali,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",29.0,,29.2733964,47.4979476,16.3700359,-2.2900239
2011,2011.0,Import,Kuwait,Malta,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",92261.0,,29.2733964,47.4979476,35.8885993,14.4476911
2011,2011.0,Import,Kuwait,Mauritius,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4544.0,,29.2733964,47.4979476,-20.2759451,57.5703566
2011,2011.0,Import,Kuwait,Mexico,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",25034166.0,,29.2733964,47.4979476,23.6585116,-102.0077097
2011,2011.0,Import,Kuwait,"Other Asia, nes",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4126636.0,,29.2733964,47.4979476,,
2011,2011.0,Import,Kuwait,Morocco,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",9386.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2011,2011.0,Import,Kuwait,Oman,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",168661.0,,29.2733964,47.4979476,21.0000287,57.0036901
2011,2011.0,Import,Kuwait,Nepal,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",989.0,,29.2733964,47.4979476,28.1083929,84.0917139
2011,2011.0,Import,Kuwait,Netherlands,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4430914.0,,29.2733964,47.4979476,52.2434979,5.6343227
2011,2011.0,Import,Kuwait,Aruba,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",117947.0,,29.2733964,47.4979476,12.51756625,-69.98186415210564
2011,2011.0,Import,Kuwait,New Zealand,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",324473.0,,29.2733964,47.4979476,-41.5000831,172.8344077
2011,2011.0,Import,Kuwait,Norway,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2078540.0,,29.2733964,47.4979476,60.5000209,9.0999715
2011,2011.0,Import,Kuwait,Pakistan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",112518.0,,29.2733964,47.4979476,30.3308401,71.247499
2011,2011.0,Import,Kuwait,Panama,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",6034.0,,29.2733964,47.4979476,8.559559,-81.1308434
2011,2011.0,Import,Kuwait,Peru,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",3229.0,,29.2733964,47.4979476,-6.8699697,-75.0458515
2011,2011.0,Import,Kuwait,Philippines,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",307177.0,,29.2733964,47.4979476,12.7503486,122.7312101
2011,2011.0,Import,Kuwait,Poland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1281117.0,,29.2733964,47.4979476,52.215933,19.134422
2011,2011.0,Import,Kuwait,Portugal,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",157997.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2011,2011.0,Import,Kuwait,Qatar,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",381884.0,,29.2733964,47.4979476,25.3336984,51.2295295
2011,2011.0,Import,Kuwait,Romania,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2609981.0,,29.2733964,47.4979476,45.9852129,24.6859225
2011,2011.0,Import,Kuwait,Russian Federation,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",44431.0,,29.2733964,47.4979476,64.6863136,97.7453061
2011,2011.0,Import,Kuwait,Saudi Arabia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",344317.0,,29.2733964,47.4979476,25.6242618,42.3528328
2011,2011.0,Import,Kuwait,Senegal,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",188.0,,29.2733964,47.4979476,14.4750607,-14.4529612
2011,2011.0,Import,Kuwait,Serbia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",260854.0,,29.2733964,47.4979476,44.1534121,20.55144
2011,2011.0,Import,Kuwait,Seychelles,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",20097.0,,29.2733964,47.4979476,-4.6574977,55.4540146
2011,2011.0,Import,Kuwait,Sierra Leone,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2312.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2011,2011.0,Import,Kuwait,India,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4117964.0,,29.2733964,47.4979476,22.3511148,78.6677428
2011,2011.0,Import,Kuwait,Singapore,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4747382.0,,29.2733964,47.4979476,1.357107,103.8194992
2011,2011.0,Import,Kuwait,Slovakia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",533355.0,,29.2733964,47.4979476,48.7411522,19.4528646
2011,2011.0,Import,Kuwait,Viet Nam,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",585845.0,,29.2733964,47.4979476,15.9266657,107.9650855
2011,2011.0,Import,Kuwait,Slovenia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",282549.0,,29.2733964,47.4979476,45.8133113,14.4808369
2011,2011.0,Import,Kuwait,South Africa,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",350296.0,,29.2733964,47.4979476,-28.8166236,24.991639
2011,2011.0,Import,Kuwait,Spain,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1432830.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2011,2011.0,Import,Kuwait,Fmr Sudan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",471.0,,29.2733964,47.4979476,18.046398,34.41288
2011,2011.0,Import,Kuwait,Sweden,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8803659.0,,29.2733964,47.4979476,59.6749712,14.5208584
2011,2011.0,Import,Kuwait,Switzerland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",15756680.0,,29.2733964,47.4979476,46.7985624,8.2319736
2011,2011.0,Import,Kuwait,Syria,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",27276.0,,29.2733964,47.4979476,34.6401861,39.0494106
2011,2011.0,Import,Kuwait,Thailand,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1270510.0,,29.2733964,47.4979476,14.8971921,100.83273
2011,2011.0,Import,Kuwait,United Arab Emirates,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",224109.0,,29.2733964,47.4979476,24.0002488,53.9994829
2011,2011.0,Import,Kuwait,Tunisia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",57357.0,,29.2733964,47.4979476,33.8439408,9.400138
2011,2011.0,Import,Kuwait,Turkey,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",775042.0,,29.2733964,47.4979476,38.9597594,34.9249653
2011,2011.0,Import,Kuwait,Ukraine,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",5809.0,,29.2733964,47.4979476,49.4871968,31.2718321
2011,2011.0,Import,Kuwait,North Macedonia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",4577.0,,29.2733964,47.4979476,41.6171214,21.7168387
2011,2011.0,Import,Kuwait,Egypt,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",124839.0,,29.2733964,47.4979476,26.2540493,29.2675469
2011,2011.0,Import,Kuwait,United Kingdom,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",31219143.0,,29.2733964,47.4979476,54.7023545,-3.2765753
2011,2011.0,Import,Kuwait,USA,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",145981115.0,,29.2733964,47.4979476,39.7837304,-100.445882
2011,2011.0,Import,Kuwait,Burkina Faso,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1199.0,,29.2733964,47.4979476,12.0753083,-1.6880314
2011,2011.0,Import,Kuwait,Uruguay,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",7498.0,,29.2733964,47.4979476,-32.8755548,-56.0201525
2011,2011.0,Import,Kuwait,Venezuela,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",486.0,,29.2733964,47.4979476,8.0018709,-66.1109318
2011,2011.0,Import,Kuwait,Yemen,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",232.0,,29.2733964,47.4979476,16.3471243,47.8915271
2011,2011.0,Import,Kuwait,"Areas, nes",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",8541.0,,29.2733964,47.4979476,,
