yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Re-Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4503464.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2012,2012.0,Re-Export,Oman,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1977.0,,21.0000287,57.0036901,26.1551249,50.5344606
2012,2012.0,Re-Export,Oman,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",87873.0,,21.0000287,57.0036901,50.6402809,4.6667145
2012,2012.0,Re-Export,Oman,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3709.0,,21.0000287,57.0036901,4.6125522,13.1535811
2012,2012.0,Re-Export,Oman,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8138.0,,21.0000287,57.0036901,61.0666922,-107.991707
2012,2012.0,Re-Export,Oman,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",107.0,,21.0000287,57.0036901,7.5554942,80.7137847
2012,2012.0,Re-Export,Oman,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1215.0,,21.0000287,57.0036901,34.9823018,33.1451285
2012,2012.0,Re-Export,Oman,Djibouti,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",52507.0,,21.0000287,57.0036901,11.8145966,42.8453061
2012,2012.0,Re-Export,Oman,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1316801.0,,21.0000287,57.0036901,51.1638175,10.4478313
2012,2012.0,Re-Export,Oman,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",55072.0,,21.0000287,57.0036901,22.350627,114.1849161
2012,2012.0,Re-Export,Oman,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",131813.0,,21.0000287,57.0036901,32.6475314,54.5643516
2012,2012.0,Re-Export,Oman,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",780.0,,21.0000287,57.0036901,52.865196,-7.9794599
2012,2012.0,Re-Export,Oman,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",622780.0,,21.0000287,57.0036901,42.6384261,12.674297
2012,2012.0,Re-Export,Oman,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",48710.0,,21.0000287,57.0036901,1.4419683,38.4313975
2012,2012.0,Re-Export,Oman,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",390.0,,21.0000287,57.0036901,29.2733964,47.4979476
2012,2012.0,Re-Export,Oman,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",153545.0,,21.0000287,57.0036901,4.5693754,102.2656823
2012,2012.0,Re-Export,Oman,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7893.0,,21.0000287,57.0036901,52.2434979,5.6343227
