yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,791221,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1588497,33.8750629,35.843409,37.977378106878206,73.97804075806764
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,285632,33.8750629,35.843409,51.67568633314729,27.673469819741847
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,375367,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,168899,33.8750629,35.843409,19.569604022535763,12.47761721199581
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1133620,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1358618,33.8750629,35.843409,59.36075159783851,25.01346951967388
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1840301,33.8750629,35.843409,10.528384761701911,103.08333472012376
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,95196,33.8750629,35.843409,25.499703063807168,75.5024015339642
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,3305601,33.8750629,35.843409,40.12399607988535,20.742583178432696
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,12997,33.8750629,35.843409,6.06272746187266,22.727528470146083
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1588801,33.8750629,35.843409,26.42921218083572,52.86847103284948
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3374392,33.8750629,35.843409,47.92172048214207,7.866753258497997
2008,2008,Import,Lebanon,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,18697500,33.8750629,35.843409,,
