yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2008,2008,Import,Georgia,29,Organic chemicals,Australia and New Zealand,Oceania,17342
2008,2008,Import,Georgia,29,Organic chemicals,Eastern Asia,Asia,1087481
2008,2008,Import,Georgia,29,Organic chemicals,Eastern Europe,Europe,1036896
2008,2008,Import,Georgia,29,Organic chemicals,Latin America and the Caribbean,Americas,121
2008,2008,Import,Georgia,29,Organic chemicals,Northern America,Americas,250660
2008,2008,Import,Georgia,29,Organic chemicals,Northern Europe,Europe,79585
2008,2008,Import,Georgia,29,Organic chemicals,South-eastern Asia,Asia,79952
2008,2008,Import,Georgia,29,Organic chemicals,Southern Asia,Asia,98980
2008,2008,Import,Georgia,29,Organic chemicals,Southern Europe,Europe,206815
2008,2008,Import,Georgia,29,Organic chemicals,Western Asia,Asia,2181022
2008,2008,Import,Georgia,29,Organic chemicals,Western Europe,Europe,2053711
2008,2008,Import,Georgia,29,Organic chemicals,World,World,11503927
