yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2014,2014,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,423
2014,2014,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,2186
2014,2014,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,148
2014,2014,Re-Export,Georgia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,77009
