yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Egypt,Egypt,61867,25.62,42.35,,
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Sub-Saharan Africa,Africa,43467,25.62,42.35,6.06272746187266,22.727528470146083
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,World,World,830934,25.62,42.35,,
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Malta, Malta,574667,25.62,42.35,,
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,United Arab Emirates, United Arab Emirates,111733,25.62,42.35,,
2002,2002,Export,Saudi Arabia,11,Products of the milling industry; malt; starches; inulin,Yemen, Yemen,39200,25.62,42.35,,
