rtTitle,Subregion,rgDesc,TradeValue
Malta,Afghanistan,Export,21699
Malta,Algeria,Export,1683466
Malta,Algeria,Import,35405
Malta,Armenia,Import,12661
Malta,Azerbaijan,Export,35556
Malta,Azerbaijan,Import,297514
Malta,Bahrain,Export,1448479
Malta,Bahrain,Import,119803
Malta,Cyprus,Export,4474305
Malta,Cyprus,Import,5442013
Malta,Djibouti,Export,1975144
Malta,Georgia,Export,290464
Malta,Georgia,Import,172407
Malta,Iraq,Export,471568
Malta,Iraq,Import,17785
Malta,Israel,Export,5720403
Malta,Israel,Import,6598838
Malta,Jordan,Export,924455
Malta,Jordan,Import,217787
Malta,Kuwait,Export,2943731
Malta,Kuwait,Import,89489
Malta,Lebanon,Export,605126
Malta,Lebanon,Import,546891
Malta,Libya,Export,79184459
Malta,Libya,Import,4447652
Malta,Mauritania,Export,219196
Malta,Morocco,Export,3473569
Malta,Morocco,Import,2987195
Malta,Oman,Export,2129566
Malta,Oman,Import,658018
Malta,Pakistan,Export,972057
Malta,Pakistan,Import,3638652
Malta,Qatar,Export,1493305
Malta,Qatar,Import,160128
Malta,Saudi Arabia,Export,10021619
Malta,Saudi Arabia,Import,746195
Malta,United Arab Emirates,Export,12409785
Malta,United Arab Emirates,Import,8578457
Malta,World,Export,2840451086
Malta,World,Import,4374031055
Malta,Yemen,Export,2293658
