yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,251734,25.6242618,42.3528328,-16.85099460447687,133.4130365630627
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2364536,25.6242618,42.3528328,37.977378106878206,73.97804075806764
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,752001,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,12097615,25.6242618,42.3528328,43.897683433510366,-100.08947125585888
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4115739,25.6242618,42.3528328,59.36075159783851,25.01346951967388
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,4890673,25.6242618,42.3528328,25.499703063807168,75.5024015339642
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,2184536,25.6242618,42.3528328,40.12399607988535,20.742583178432696
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,215467,25.6242618,42.3528328,6.06272746187266,22.727528470146083
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,783201,25.6242618,42.3528328,26.42921218083572,52.86847103284948
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,7148008,25.6242618,42.3528328,47.92172048214207,7.866753258497997
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials,World,World,68200085,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,893868,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Kuwait, Kuwait,63467,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,525334,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,488801,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,85600,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,3442671,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,19653625,25.6242618,42.3528328,,
2002,2002,Import,Saudi Arabia,25,Salt; sulfur; earths and stone; plastering materials, Yemen, Yemen,106667,25.6242618,42.3528328,,
