yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,63014,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,223376,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,34679,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,2709,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,308952,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,9115,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,68593,40.7696272,44.6736646,26.42921218083572,52.86847103284948
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,33839,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2003,2003,Import,Armenia,25,Salt; sulfur; earths and stone; plastering materials,World,World,756254,40.7696272,44.6736646,,
