yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Bahrain,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,24431645.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2009,2009.0,Export,Bahrain,China,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,160.0,,26.1551249,50.5344606,35.000074,104.999927
2009,2009.0,Export,Bahrain,Pakistan,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,5423.0,,26.1551249,50.5344606,30.3308401,71.247499
2009,2009.0,Export,Bahrain,Qatar,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,133.0,,26.1551249,50.5344606,25.3336984,51.2295295
2009,2009.0,Export,Bahrain,Saudi Arabia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,46628.0,,26.1551249,50.5344606,25.6242618,42.3528328
2009,2009.0,Export,Bahrain,Spain,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,9513.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2009,2009.0,Export,Bahrain,Sweden,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,319.0,,26.1551249,50.5344606,59.6749712,14.5208584
2009,2009.0,Export,Bahrain,United Arab Emirates,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,10043.0,,26.1551249,50.5344606,24.0002488,53.9994829
2009,2009.0,Export,Bahrain,Bunkers,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,38396.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
2009,2009.0,Export,Bahrain,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,24321031.0,,26.1551249,50.5344606,39.7837304,-100.445882
