yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,22382,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,52,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,3530439,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,239,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,3232808,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Tunisia,Tunisia,34754,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,2177714,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,200427,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;,World,World,118690239,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Afghanistan, Afghanistan,22876,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,516949,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Djibouti, Djibouti,2245748,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,28239542,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,45065195,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,3449467,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,667675,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,16515,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,62364,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,746910,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,5144247,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, United Arab Emirates, United Arab Emirates,18624386,21.0000287,57.0036901,,
2005,2005,Export,Oman,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,2635654,21.0000287,57.0036901,,
