yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
2009.0,2009.0,Export,Armenia,1.0,Live animals; animal products,World,World,4322667.0,40.7696272,44.6736646,,,12009Armenia,World,World,3712167.0
2009.0,2009.0,Export,Armenia,2.0,Meat and edible meat offal,World,World,347729.0,40.7696272,44.6736646,,,22009Armenia,World,World,69683570.0
2009.0,2009.0,Export,Armenia,3.0,"Fish and crustaceans, molluscs and other acquatic invertebrates",World,World,3252429.0,40.7696272,44.6736646,,,32009Armenia,World,World,4638073.0
2009.0,2009.0,Export,Armenia,4.0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",World,World,1564905.0,40.7696272,44.6736646,,,42009Armenia,World,World,18771089.0
2009.0,2009.0,Export,Armenia,5.0,"Products of animal origin, not elsewhere specified or included",World,World,258272.0,40.7696272,44.6736646,,,52009Armenia,World,World,678206.0
2009.0,2009.0,Export,Armenia,6.0,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",World,World,11227.0,40.7696272,44.6736646,,,62009Armenia,World,World,2293170.0
2009.0,2009.0,Export,Armenia,7.0,Edible vegetables and certain roots and tubers,World,World,491593.0,40.7696272,44.6736646,,,72009Armenia,World,World,7885110.0
2009.0,2009.0,Export,Armenia,8.0,Edible fruit and nuts; peel of citrus fruit or melons,World,World,7339432.0,40.7696272,44.6736646,,,82009Armenia,World,World,32087836.0
2009.0,2009.0,Export,Armenia,9.0,"Coffee, tea, maté and spices",World,World,9815140.0,40.7696272,44.6736646,,,92009Armenia,World,World,26306881.0
2009.0,2009.0,Export,Armenia,10.0,Cereals,World,World,81.0,40.7696272,44.6736646,,,102009Armenia,World,World,109379909.0
2009.0,2009.0,Export,Armenia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,60361.0,40.7696272,44.6736646,,,112009Armenia,World,World,7770124.0
2009.0,2009.0,Export,Armenia,12.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",World,World,43940.0,40.7696272,44.6736646,,,122009Armenia,World,World,7037993.0
2009.0,2009.0,Export,Armenia,13.0,"Lac; gums, resins and other vegetable saps and extracts",World,World,16000.0,40.7696272,44.6736646,,,132009Armenia,World,World,2702539.0
2009.0,2009.0,Export,Armenia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,World,World,2793.0,40.7696272,44.6736646,,,152009Armenia,World,World,51779029.0
2009.0,2009.0,Export,Armenia,16.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",World,World,1179506.0,40.7696272,44.6736646,,,162009Armenia,World,World,11160057.0
2009.0,2009.0,Export,Armenia,17.0,Sugars and sugar confectionery,World,World,95357.0,40.7696272,44.6736646,,,172009Armenia,World,World,29931872.0
2009.0,2009.0,Export,Armenia,18.0,Cocoa and cocoa preparations,World,World,489201.0,40.7696272,44.6736646,,,182009Armenia,World,World,39237176.0
2009.0,2009.0,Export,Armenia,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",World,World,381437.0,40.7696272,44.6736646,,,192009Armenia,World,World,18171246.0
2009.0,2009.0,Export,Armenia,20.0,"Preparations of vegetables, fruit, nuts or other parts of plants",World,World,7783337.0,40.7696272,44.6736646,,,202009Armenia,World,World,16391409.0
2009.0,2009.0,Export,Armenia,21.0,Miscellaneous edible preparations,World,World,903025.0,40.7696272,44.6736646,,,212009Armenia,World,World,22028428.0
2009.0,2009.0,Export,Armenia,22.0,"Beverages, spirits and vinegar",World,World,80248422.0,40.7696272,44.6736646,,,222009Armenia,World,World,42094013.0
2009.0,2009.0,Export,Armenia,23.0,Residues and waste from the food industries; prepared animal fodder,World,World,88546.0,40.7696272,44.6736646,,,232009Armenia,World,World,20234880.0
2009.0,2009.0,Export,Armenia,24.0,Tobacco and manufactured tobacco substitutes,World,World,8581059.0,40.7696272,44.6736646,,,242009Armenia,World,World,65610132.0
2009.0,2009.0,Export,Armenia,25.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement",World,World,9977241.0,40.7696272,44.6736646,,,252009Armenia,World,World,19370928.0
2009.0,2009.0,Export,Armenia,26.0,"Ores, slag and ash",World,World,115886453.0,40.7696272,44.6736646,,,262009Armenia,World,World,963383.0
2009.0,2009.0,Export,Armenia,27.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",World,World,6241584.0,40.7696272,44.6736646,,,272009Armenia,World,World,491476844.0
2009.0,2009.0,Export,Armenia,28.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",World,World,1220787.0,40.7696272,44.6736646,,,282009Armenia,World,World,18056786.0
2009.0,2009.0,Export,Armenia,29.0,Organic chemicals,World,World,316931.0,40.7696272,44.6736646,,,292009Armenia,World,World,7498680.0
2009.0,2009.0,Export,Armenia,30.0,Pharmaceutical products,World,World,3848934.0,40.7696272,44.6736646,,,302009Armenia,World,World,92199351.0
2009.0,2009.0,Export,Armenia,31.0,Fertilisers,World,World,97188.0,40.7696272,44.6736646,,,312009Armenia,World,World,13623187.0
2009.0,2009.0,Export,Armenia,32.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks",World,World,357182.0,40.7696272,44.6736646,,,322009Armenia,World,World,18991075.0
2009.0,2009.0,Export,Armenia,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",World,World,83446.0,40.7696272,44.6736646,,,332009Armenia,World,World,40911665.0
2009.0,2009.0,Export,Armenia,35.0,Albuminoidal substances; modified starches; glues; enzymes,World,World,231079.0,40.7696272,44.6736646,,,352009Armenia,World,World,9693638.0
2009.0,2009.0,Export,Armenia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,20.0,40.7696272,44.6736646,,,362009Armenia,World,World,2870147.0
2009.0,2009.0,Export,Armenia,37.0,Photographic or cinematographic goods,World,World,9660.0,40.7696272,44.6736646,,,372009Armenia,World,World,1175062.0
2009.0,2009.0,Export,Armenia,38.0,Miscellaneous chemical products,World,World,34872.0,40.7696272,44.6736646,,,382009Armenia,World,World,14412653.0
