yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59655719.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Export,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9662382.0,,30.3308401,71.247499,33.7680065,66.2385139
2014,2014.0,Export,Pakistan,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1827365.0,,30.3308401,71.247499,28.0000272,2.9999825
2014,2014.0,Export,Pakistan,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11230.0,,30.3308401,71.247499,-11.8775768,17.5691241
2014,2014.0,Export,Pakistan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5118.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2014,2014.0,Export,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140772.0,,30.3308401,71.247499,-24.7761086,134.755
2014,2014.0,Export,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9811.0,,30.3308401,71.247499,26.1551249,50.5344606
2014,2014.0,Export,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2459040.0,,30.3308401,71.247499,24.4769288,90.2934413
2014,2014.0,Export,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",408716.0,,30.3308401,71.247499,50.6402809,4.6667145
2014,2014.0,Export,Pakistan,Botswana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2207324.0,,30.3308401,71.247499,-23.1681782,24.5928742
2014,2014.0,Export,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",491788.0,,30.3308401,71.247499,-10.3333333,-53.2
2014,2014.0,Export,Pakistan,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52496.0,,30.3308401,71.247499,4.6125522,13.1535811
2014,2014.0,Export,Pakistan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22378.0,,30.3308401,71.247499,61.0666922,-107.991707
2014,2014.0,Export,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1760978.0,,30.3308401,71.247499,7.5554942,80.7137847
2014,2014.0,Export,Pakistan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112519.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2014,2014.0,Export,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2.0,,30.3308401,71.247499,35.000074,104.999927
2014,2014.0,Export,Pakistan,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69801.0,,30.3308401,71.247499,-2.9814344,23.8222636
2014,2014.0,Export,Pakistan,Dem. Rep. of the Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21505.0,,30.3308401,71.247499,,
2014,2014.0,Export,Pakistan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10302.0,,30.3308401,71.247499,49.7439047,15.3381061
2014,2014.0,Export,Pakistan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54269.0,,30.3308401,71.247499,55.670249,10.3333283
2014,2014.0,Export,Pakistan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55129.0,,30.3308401,71.247499,58.7523778,25.3319078
2014,2014.0,Export,Pakistan,Fiji,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5563.0,,30.3308401,71.247499,-18.1239696,179.0122737
2014,2014.0,Export,Pakistan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",385394.0,,30.3308401,71.247499,46.603354,1.8883335
2014,2014.0,Export,Pakistan,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29868.0,,30.3308401,71.247499,11.8145966,42.8453061
2014,2014.0,Export,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2026522.0,,30.3308401,71.247499,51.1638175,10.4478313
2014,2014.0,Export,Pakistan,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",719554.0,,30.3308401,71.247499,8.0300284,-1.0800271
2014,2014.0,Export,Pakistan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4027.0,,30.3308401,71.247499,38.9953683,21.9877132
2014,2014.0,Export,Pakistan,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4438.0,,30.3308401,71.247499,15.5855545,-90.345759
2014,2014.0,Export,Pakistan,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15833.0,,30.3308401,71.247499,10.7226226,-10.7083587
2014,2014.0,Export,Pakistan,Guyana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",111682.0,,30.3308401,71.247499,4.8417097,-58.6416891
2014,2014.0,Export,Pakistan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2030.0,,30.3308401,71.247499,22.350627,114.1849161
2014,2014.0,Export,Pakistan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",109073.0,,30.3308401,71.247499,33.0955793,44.1749775
2014,2014.0,Export,Pakistan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",209859.0,,30.3308401,71.247499,52.865196,-7.9794599
2014,2014.0,Export,Pakistan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4217721.0,,30.3308401,71.247499,42.6384261,12.674297
2014,2014.0,Export,Pakistan,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25252.0,,30.3308401,71.247499,7.9897371,-5.5679458
2014,2014.0,Export,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135156.0,,30.3308401,71.247499,36.5748441,139.2394179
2014,2014.0,Export,Pakistan,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",484783.0,,30.3308401,71.247499,31.1667049,36.941628
2014,2014.0,Export,Pakistan,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4401282.0,,30.3308401,71.247499,1.4419683,38.4313975
2014,2014.0,Export,Pakistan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115509.0,,30.3308401,71.247499,,
2014,2014.0,Export,Pakistan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112805.0,,30.3308401,71.247499,29.2733964,47.4979476
2014,2014.0,Export,Pakistan,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38990.0,,30.3308401,71.247499,33.8750629,35.843409
2014,2014.0,Export,Pakistan,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",739056.0,,30.3308401,71.247499,26.8234472,18.1236723
2014,2014.0,Export,Pakistan,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17461.0,,30.3308401,71.247499,-18.9249604,46.4416422
2014,2014.0,Export,Pakistan,Malawi,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1157.0,,30.3308401,71.247499,-13.2687204,33.9301963
2014,2014.0,Export,Pakistan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",217767.0,,30.3308401,71.247499,4.5693754,102.2656823
2014,2014.0,Export,Pakistan,Maldives,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81244.0,,30.3308401,71.247499,3.7203503,73.2244152
2014,2014.0,Export,Pakistan,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5125.0,,30.3308401,71.247499,-20.2759451,57.5703566
2014,2014.0,Export,Pakistan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69145.0,,30.3308401,71.247499,23.6585116,-102.0077097
2014,2014.0,Export,Pakistan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19221.0,,30.3308401,71.247499,,
2014,2014.0,Export,Pakistan,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",168310.0,,30.3308401,71.247499,31.1728205,-7.3362482
2014,2014.0,Export,Pakistan,Mozambique,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",535184.0,,30.3308401,71.247499,-19.302233,34.9144977
2014,2014.0,Export,Pakistan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",347275.0,,30.3308401,71.247499,21.0000287,57.0036901
2014,2014.0,Export,Pakistan,Namibia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",128438.0,,30.3308401,71.247499,-23.2335499,17.3231107
2014,2014.0,Export,Pakistan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",731712.0,,30.3308401,71.247499,52.2434979,5.6343227
2014,2014.0,Export,Pakistan,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39228.0,,30.3308401,71.247499,-41.5000831,172.8344077
2014,2014.0,Export,Pakistan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3246714.0,,30.3308401,71.247499,9.6000359,7.9999721
2014,2014.0,Export,Pakistan,Peru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89968.0,,30.3308401,71.247499,-6.8699697,-75.0458515
2014,2014.0,Export,Pakistan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",763.0,,30.3308401,71.247499,12.7503486,122.7312101
2014,2014.0,Export,Pakistan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136483.0,,30.3308401,71.247499,52.215933,19.134422
2014,2014.0,Export,Pakistan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",305469.0,,30.3308401,71.247499,25.3336984,51.2295295
