yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,209182,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,5035295,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,265739,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,1903461,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,6348751,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,360,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,733926,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,54890,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,19307687,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2002,2002,Import,Turkey,4,Dairy produce; birds eggs; natural honey;,World,World,37257380,38.9597594,34.9249653,,
