yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1038635,28.0000272,2.9999825,-16.85099460447687,133.4130365630627
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,282746,28.0000272,2.9999825,39.89317229901691,61.060280637304274
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3908854,28.0000272,2.9999825,37.977378106878206,73.97804075806764
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,14947,28.0000272,2.9999825,51.67568633314729,27.673469819741847
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,91827,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,19266,28.0000272,2.9999825,17.925141963241547,-78.01492950057497
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,2736381,28.0000272,2.9999825,43.897683433510366,-100.08947125585888
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,10688769,28.0000272,2.9999825,59.36075159783851,25.01346951967388
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,2391913,28.0000272,2.9999825,10.528384761701911,103.08333472012376
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,566,28.0000272,2.9999825,25.499703063807168,75.5024015339642
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,8480221,28.0000272,2.9999825,40.12399607988535,20.742583178432696
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,451,28.0000272,2.9999825,6.06272746187266,22.727528470146083
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,388765,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,3690091,28.0000272,2.9999825,26.42921218083572,52.86847103284948
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,33645491,28.0000272,2.9999825,47.92172048214207,7.866753258497997
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,69166737,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,386,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,35637,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,12873,28.0000272,2.9999825,,
2016,2016,Import,Algeria,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,724132,28.0000272,2.9999825,,
