yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,239957,31.1728205,-7.3362482,-16.85099460447687,133.4130365630627
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1836964,31.1728205,-7.3362482,37.977378106878206,73.97804075806764
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,546019,31.1728205,-7.3362482,51.67568633314729,27.673469819741847
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,1604824,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,84950,31.1728205,-7.3362482,19.569604022535763,12.47761721199581
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4624985,31.1728205,-7.3362482,43.897683433510366,-100.08947125585888
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,11073512,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,328547,31.1728205,-7.3362482,10.528384761701911,103.08333472012376
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,11872638,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,977,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1776979,31.1728205,-7.3362482,26.42921218083572,52.86847103284948
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,35398373,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2015,2015,Import,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,69690680,31.1728205,-7.3362482,,
