yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion_export,Region_export,TradeValue_export,rtLat,rtLon,ptLon,ptLat,mid,Subregion_import,Region_import,TradeValue_import
1996.0,1996.0,Export,Comoros,2.0,Meat and edible meat offal,World,World,10385.0,-12.2045176,44.2832964,,,21996Comoros,World,World,3800554.0
1996.0,1996.0,Export,Comoros,3.0,"Fish, crustaceans, molluscs, aquatic invertebrates ne",World,World,492839.0,-12.2045176,44.2832964,,,31996Comoros,World,World,95478.0
1996.0,1996.0,Export,Comoros,4.0,"Dairy products, eggs, honey, edible animal product nes",World,World,1954.0,-12.2045176,44.2832964,,,41996Comoros,World,World,1600386.0
1996.0,1996.0,Export,Comoros,8.0,"Edible fruit, nuts, peel of citrus fruit, melons",World,World,206.0,-12.2045176,44.2832964,,,81996Comoros,World,World,23081.0
1996.0,1996.0,Export,Comoros,9.0,"Coffee, tea, mate and spices",World,World,3416902.0,-12.2045176,44.2832964,,,91996Comoros,World,World,79946.0
1996.0,1996.0,Export,Comoros,11.0,"Milling products, malt, starches, inulin, wheat glute",World,World,1.0,-12.2045176,44.2832964,,,111996Comoros,World,World,1895594.0
1996.0,1996.0,Export,Comoros,15.0,"Animal,vegetable fats and oils, cleavage products, et",World,World,344.0,-12.2045176,44.2832964,,,151996Comoros,World,World,972160.0
1996.0,1996.0,Export,Comoros,28.0,"Inorganic chemicals, precious metal compound, isotope",World,World,1.0,-12.2045176,44.2832964,,,281996Comoros,World,World,91772.0
1996.0,1996.0,Export,Comoros,33.0,"Essential oils, perfumes, cosmetics, toileteries",World,World,1788942.0,-12.2045176,44.2832964,,,331996Comoros,World,World,218326.0
1996.0,1996.0,Export,Comoros,39.0,Plastics and articles thereof,World,World,16375.0,-12.2045176,44.2832964,,,391996Comoros,World,World,465653.0
1996.0,1996.0,Export,Comoros,46.0,"Manufactures of plaiting material, basketwork, etc.",World,World,1.0,-12.2045176,44.2832964,,,461996Comoros,World,World,1569.0
1996.0,1996.0,Export,Comoros,48.0,"Paper & paperboard, articles of pulp, paper and board",World,World,2.0,-12.2045176,44.2832964,,,481996Comoros,World,World,668292.0
1996.0,1996.0,Export,Comoros,49.0,"Printed books, newspapers, pictures etc",World,World,53728.0,-12.2045176,44.2832964,,,491996Comoros,World,World,366417.0
1996.0,1996.0,Export,Comoros,52.0,Cotton,World,World,328.0,-12.2045176,44.2832964,,,521996Comoros,World,World,462041.0
1996.0,1996.0,Export,Comoros,57.0,Carpets and other textile floor coverings,World,World,1.0,-12.2045176,44.2832964,,,571996Comoros,World,World,26427.0
1996.0,1996.0,Export,Comoros,61.0,"Articles of apparel, accessories, knit or crochet",World,World,1.0,-12.2045176,44.2832964,,,611996Comoros,World,World,128803.0
1996.0,1996.0,Export,Comoros,64.0,"Footwear, gaiters and the like, parts thereof",World,World,11434.0,-12.2045176,44.2832964,,,641996Comoros,World,World,509117.0
1996.0,1996.0,Export,Comoros,68.0,"Stone, plaster, cement, asbestos, mica, etc articles",World,World,1.0,-12.2045176,44.2832964,,,681996Comoros,World,World,45104.0
1996.0,1996.0,Export,Comoros,69.0,Ceramic products,World,World,2.0,-12.2045176,44.2832964,,,691996Comoros,World,World,315938.0
1996.0,1996.0,Export,Comoros,70.0,Glass and glassware,World,World,52.0,-12.2045176,44.2832964,,,701996Comoros,World,World,305352.0
1996.0,1996.0,Export,Comoros,72.0,Iron and steel,World,World,1.0,-12.2045176,44.2832964,,,721996Comoros,World,World,1696118.0
1996.0,1996.0,Export,Comoros,73.0,Articles of iron or steel,World,World,4020.0,-12.2045176,44.2832964,,,731996Comoros,World,World,543422.0
1996.0,1996.0,Export,Comoros,76.0,Aluminium and articles thereof,World,World,26.0,-12.2045176,44.2832964,,,761996Comoros,World,World,156780.0
1996.0,1996.0,Export,Comoros,83.0,Miscellaneous articles of base metal,World,World,1.0,-12.2045176,44.2832964,,,831996Comoros,World,World,164431.0
1996.0,1996.0,Export,Comoros,84.0,"Nuclear reactors, boilers, machinery, etc",World,World,34309.0,-12.2045176,44.2832964,,,841996Comoros,World,World,2221184.0
1996.0,1996.0,Export,Comoros,90.0,"Optical, photo, technical, medical, etc apparatus",World,World,4306.0,-12.2045176,44.2832964,,,901996Comoros,World,World,852029.0
1996.0,1996.0,Export,Comoros,95.0,"Toys, games, sports requisites",World,World,1.0,-12.2045176,44.2832964,,,951996Comoros,World,World,86107.0
1996.0,1996.0,Export,Comoros,96.0,Miscellaneous manufactured articles,World,World,1.0,-12.2045176,44.2832964,,,961996Comoros,World,World,156042.0
1996.0,1996.0,Export,Comoros,99.0,Commodities not specified according to kind,World,World,167632.0,-12.2045176,44.2832964,,,991996Comoros,World,World,1652788.0
