yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Afghanistan,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,7657088.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2018,2018.0,Import,Afghanistan,Iran,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,435736.0,,33.7680065,66.2385139,32.6475314,54.5643516
2018,2018.0,Import,Afghanistan,Pakistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5555000.0,,33.7680065,66.2385139,30.3308401,71.247499
2018,2018.0,Import,Afghanistan,Russian Federation,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1594188.0,,33.7680065,66.2385139,64.6863136,97.7453061
2018,2018.0,Import,Afghanistan,India,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,72163.0,,33.7680065,66.2385139,22.3511148,78.6677428
