,rtTitle,ptTitle,rgDesc,TradeValue
0,Israel,Afghanistan,Export,164000.0
1,Israel,Afghanistan,Import,1540000.0
2,Israel,Algeria,Export,152000.0
3,Israel,Armenia,Export,99599000.0
4,Israel,Armenia,Import,103249000.0
5,Israel,Azerbaijan,Export,5438000.0
6,Israel,Azerbaijan,Import,371000.0
7,Israel,Bahrain,Export,259000.0
8,Israel,Comoros,Export,23000.0
9,Israel,Cyprus,Export,540958000.0
10,Israel,Cyprus,Import,25197000.0
11,Israel,Djibouti,Export,16768000.0
12,Israel,Djibouti,Import,99000.0
13,Israel,Georgia,Export,7639000.0
14,Israel,Georgia,Import,965000.0
15,Israel,Iraq,Export,5726000.0
16,Israel,Jordan,Export,116355000.0
17,Israel,Jordan,Import,60916000.0
18,Israel,Kuwait,Export,1478000.0
19,Israel,Lebanon,Export,20000.0
20,Israel,Libya,Export,327000.0
21,Israel,Malta,Export,22768000.0
22,Israel,Malta,Import,12348000.0
23,Israel,Mauritania,Export,117000.0
24,Israel,Mauritania,Import,103000.0
25,Israel,Morocco,Export,11728000.0
26,Israel,Morocco,Import,1434000.0
27,Israel,Oman,Export,149000.0
28,Israel,Oman,Import,3000.0
29,Israel,Pakistan,Export,1921000.0
30,Israel,Pakistan,Import,4952000.0
31,Israel,Qatar,Export,481000.0
32,Israel,Qatar,Import,984000.0
33,Israel,Saudi Arabia,Export,780000.0
34,Israel,Syria,Import,6000.0
35,Israel,Turkey,Export,903310000.0
36,Israel,Turkey,Import,1221107000.0
37,Israel,United Arab Emirates,Export,3156000.0
38,Israel,United Arab Emirates,Import,482000.0
39,Israel,World,Export,42770660000.0
40,Israel,World,Import,45032350000.0
