,rtTitle,ptTitle,rgDesc,TradeValue
0,Saudi Arabia,Afghanistan,Export,9163710.0
1,Saudi Arabia,Afghanistan,Import,12890093.0
2,Saudi Arabia,Algeria,Export,534774070.0
3,Saudi Arabia,Algeria,Import,25530372.0
4,Saudi Arabia,Armenia,Export,560229.0
5,Saudi Arabia,Armenia,Import,1785364.0
6,Saudi Arabia,Azerbaijan,Export,4164064.0
7,Saudi Arabia,Azerbaijan,Import,1315129.0
8,Saudi Arabia,Bahrain,Export,883169209.0
9,Saudi Arabia,Bahrain,Import,1711675538.0
10,Saudi Arabia,Comoros,Export,2340450.0
11,Saudi Arabia,Comoros,Import,4776.0
12,Saudi Arabia,Cyprus,Export,6174107.0
13,Saudi Arabia,Cyprus,Import,28900248.0
14,Saudi Arabia,Djibouti,Export,124896214.0
15,Saudi Arabia,Djibouti,Import,57304847.0
16,Saudi Arabia,Georgia,Export,15088069.0
17,Saudi Arabia,Georgia,Import,10620456.0
18,Saudi Arabia,Iraq,Export,677929264.0
19,Saudi Arabia,Iraq,Import,5237035.0
20,Saudi Arabia,Jordan,Export,1355522985.0
21,Saudi Arabia,Jordan,Import,930164176.0
22,Saudi Arabia,Kuwait,Export,1623892556.0
23,Saudi Arabia,Kuwait,Import,518705625.0
24,Saudi Arabia,Lebanon,Export,262795794.0
25,Saudi Arabia,Lebanon,Import,288716769.0
26,Saudi Arabia,Libya,Export,107077395.0
27,Saudi Arabia,Libya,Import,17397204.0
28,Saudi Arabia,Malta,Export,49429948.0
29,Saudi Arabia,Malta,Import,59828444.0
30,Saudi Arabia,Mauritania,Export,20767559.0
31,Saudi Arabia,Mauritania,Import,3228027.0
32,Saudi Arabia,Morocco,Export,334174629.0
33,Saudi Arabia,Morocco,Import,157805604.0
34,Saudi Arabia,Oman,Export,827669458.0
35,Saudi Arabia,Oman,Import,1883990992.0
36,Saudi Arabia,Pakistan,Export,745519683.0
37,Saudi Arabia,Pakistan,Import,498869655.0
38,Saudi Arabia,Qatar,Export,1033.0
39,Saudi Arabia,Qatar,Import,8394.0
40,Saudi Arabia,State of Palestine,Export,20678127.0
41,Saudi Arabia,State of Palestine,Import,13237022.0
42,Saudi Arabia,Syria,Export,528952.0
43,Saudi Arabia,Syria,Import,149988237.0
44,Saudi Arabia,Turkey,Export,1993493331.0
45,Saudi Arabia,Turkey,Import,2981427379.0
46,Saudi Arabia,United Arab Emirates,Export,4376210086.0
47,Saudi Arabia,United Arab Emirates,Import,10364169071.0
48,Saudi Arabia,World,Export,251800016957.0
49,Saudi Arabia,World,Import,144334467808.0
50,Saudi Arabia,Yemen,Export,821708276.0
51,Saudi Arabia,Yemen,Import,151628482.0
