yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Armenia,World,64.0,Footwear; gaiters and the like; parts of such articles,25053.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2019,2019.0,Re-Export,Armenia,Bulgaria,64.0,Footwear; gaiters and the like; parts of such articles,2379.0,,40.7696272,44.6736646,42.6073975,25.4856617
2019,2019.0,Re-Export,Armenia,France,64.0,Footwear; gaiters and the like; parts of such articles,11320.0,,40.7696272,44.6736646,46.603354,1.8883335
2019,2019.0,Re-Export,Armenia,Germany,64.0,Footwear; gaiters and the like; parts of such articles,11352.0,,40.7696272,44.6736646,51.1638175,10.4478313
