yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,4022,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,303506,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,15638,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,85160,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,130436,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,9999,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,85176,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,131545,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,3196806,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,47625,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,1013666,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,190015,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,58161,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,10496024,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Afghanistan, Afghanistan,56295,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,473321,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Armenia, Armenia,14079,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Azerbaijan, Azerbaijan,2717,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,103986,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Comoros, Comoros,8607,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Djibouti, Djibouti,53923,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,111347,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,342318,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,168908,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,561588,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,86763,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Libya, Libya,33672,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,27789,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,149001,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,264247,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,370315,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,803687,24.0002488,53.9994829,,
2010,2010,Re-Export,United Arab Emirates,35,Albuminoidal substances; modified starches; glues; enzymes, Yemen, Yemen,209413,24.0002488,53.9994829,,
