yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,3254837,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Polynesia,Oceania,10612,-12.2045176,44.2832964,-5.109184731250752,167.40343615892436
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,1329457,-12.2045176,44.2832964,10.528384761701911,103.08333472012376
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,526346,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,423882,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,World,World,17155074,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,17616,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,7592910,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,486,-12.2045176,44.2832964,,
2013,2013,Import,Comoros,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,1014854,-12.2045176,44.2832964,,
