yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,5918,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,21073,35.8885993,14.4476911,10.528384761701911,103.08333472012376
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,4512,35.8885993,14.4476911,25.499703063807168,75.5024015339642
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Europe,Europe,64696,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Sub-Saharan Africa,Africa,13949,35.8885993,14.4476911,6.06272746187266,22.727528470146083
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,250,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,977669,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Bahrain, Bahrain,25934,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Cyprus, Cyprus,41626,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Iraq, Iraq,14103,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Jordan, Jordan,21787,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Kuwait, Kuwait,36865,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Lebanon, Lebanon,2697,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Libya, Libya,3595,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Oman, Oman,29915,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Qatar, Qatar,44482,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Saudi Arabia, Saudi Arabia,531139,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, State of Palestine, State of Palestine,1092,35.8885993,14.4476911,,
2008,2008,Export,Malta,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,114035,35.8885993,14.4476911,,
