yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,10380,26.82,18.12,43.897683433510366,-100.08947125585888
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,55824,26.82,18.12,26.42921218083572,52.86847103284948
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,16859,26.82,18.12,47.92172048214207,7.866753258497997
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,1746953,26.82,18.12,,
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Malta, Malta,3093,26.82,18.12,,
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Morocco, Morocco,1657939,26.82,18.12,,
2019,2019,Import,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,United Arab Emirates, United Arab Emirates,2858,26.82,18.12,,
