yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Eastern Asia,Asia,157644
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Eastern Europe,Europe,41175
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Northern Africa,Africa,99686
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Northern America,Americas,33
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",South-eastern Asia,Asia,283368
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Southern Asia,Asia,13244
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Southern Europe,Europe,67741
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Sub-Saharan Africa,Africa,277896
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Western Asia,Asia,8938
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",Western Europe,Europe,276104
2016,2016,Import,Comoros,20,"Preparations of vegetables, fruit, nuts or other parts of plants",World,World,2798289
