yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,444,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,15748,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,7770,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,583008,25.3336984,51.2295295,,
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Bahrain, Bahrain,27933,25.3336984,51.2295295,,
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,491378,25.3336984,51.2295295,,
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,16167,25.3336984,51.2295295,,
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,717,25.3336984,51.2295295,,
2014,2014,Export,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,22652,25.3336984,51.2295295,,
