yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43971866.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2014,2014.0,Export,Cyprus,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27327.0,,34.9823018,33.1451285,-11.8775768,17.5691241
2014,2014.0,Export,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63320.0,,34.9823018,33.1451285,-24.7761086,134.755
2014,2014.0,Export,Cyprus,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67653.0,,34.9823018,33.1451285,24.4769288,90.2934413
2014,2014.0,Export,Cyprus,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",230873.0,,34.9823018,33.1451285,-10.3333333,-53.2
2014,2014.0,Export,Cyprus,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2399.0,,34.9823018,33.1451285,12.5433216,104.8144914
2014,2014.0,Export,Cyprus,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50776.0,,34.9823018,33.1451285,4.6125522,13.1535811
2014,2014.0,Export,Cyprus,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26948.0,,34.9823018,33.1451285,61.0666922,-107.991707
2014,2014.0,Export,Cyprus,Cabo Verde,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13330.0,,34.9823018,33.1451285,16.0000552,-24.0083947
2014,2014.0,Export,Cyprus,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",410586.0,,34.9823018,33.1451285,7.5554942,80.7137847
2014,2014.0,Export,Cyprus,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145083.0,,34.9823018,33.1451285,58.7523778,25.3319078
2014,2014.0,Export,Cyprus,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",223956.0,,34.9823018,33.1451285,46.603354,1.8883335
2014,2014.0,Export,Cyprus,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48843.0,,34.9823018,33.1451285,32.3293809,-83.1137366
