yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,3818979,32.3293809,-83.1137366,,
2012,2012,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Armenia, Armenia,1823788,32.3293809,-83.1137366,,
2012,2012,Export,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Azerbaijan, Azerbaijan,1995191,32.3293809,-83.1137366,,
