yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2017,2017,Import,Qatar,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",64064139,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Import,Qatar,Azerbaijan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2165,25.3336984,51.2295295,40.3936294,47.7872508
2017,2017,Import,Qatar,Australia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",511249,25.3336984,51.2295295,-24.7761086,134.755
2017,2017,Import,Qatar,Austria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",42771,25.3336984,51.2295295,47.59397,14.12456
2017,2017,Import,Qatar,Bahrain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",8974,25.3336984,51.2295295,26.1551249,50.5344606
2017,2017,Import,Qatar,Belgium,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",899736,25.3336984,51.2295295,50.6402809,4.6667145
2017,2017,Import,Qatar,Brazil,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1240213,25.3336984,51.2295295,-10.3333333,-53.2
2017,2017,Import,Qatar,Myanmar,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",31799,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Belarus,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3218,25.3336984,51.2295295,53.4250605,27.6971358
2017,2017,Import,Qatar,Canada,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",77563,25.3336984,51.2295295,61.0666922,-107.991707
2017,2017,Import,Qatar,Sri Lanka,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",53404,25.3336984,51.2295295,7.5554942,80.7137847
2017,2017,Import,Qatar,Chile,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",8684,25.3336984,51.2295295,-31.7613365,-71.3187697
2017,2017,Import,Qatar,China,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",409085,25.3336984,51.2295295,35.000074,104.999927
