yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,450
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,104
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,1093854
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,10
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,56
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,21385
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,200
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,9546
2005,2005,Export,Azerbaijan,25,Salt; sulfur; earths and stone; plastering materials,World,World,1571552
