yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,2805892,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,28134,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,66847,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,3423267,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2259403,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,428304,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,1172,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1033465,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,233115,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3170278,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2016,2016,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,25422236,21.0000287,57.0036901,,
