yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Jordan,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,107802.0,,31.1667049,36.941628,-36.8535712,174.7456809
2018,2018.0,Export,Jordan,Iraq,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,59915.0,,31.1667049,36.941628,33.0955793,44.1749775
2018,2018.0,Export,Jordan,Lebanon,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,47887.0,,31.1667049,36.941628,33.8750629,35.843409
