yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Re-Import,Georgia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2609.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2020,2020.0,Re-Import,Georgia,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62.0,,32.3293809,-83.1137366,30.8124247,34.8594762
2020,2020.0,Re-Import,Georgia,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2547.0,,32.3293809,-83.1137366,38.9597594,34.9249653
