yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Import,Pakistan,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,420,30.3308401,71.247499,37.977378106878206,73.97804075806764
2007,2007,Re-Import,Pakistan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,93,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Re-Import,Pakistan,4,Dairy produce; birds eggs; natural honey;,World,World,1029,30.3308401,71.247499,,
