yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2010,2010,Import,Algeria,72,Iron and steel,Australia and New Zealand,Oceania,1456
2010,2010,Import,Algeria,72,Iron and steel,Central Asia,Asia,168424
2010,2010,Import,Algeria,72,Iron and steel,Eastern Asia,Asia,60049516
2010,2010,Import,Algeria,72,Iron and steel,Eastern Europe,Europe,221623588
2010,2010,Import,Algeria,72,Iron and steel,Latin America and the Caribbean,Americas,425
2010,2010,Import,Algeria,72,Iron and steel,Northern Africa,Africa,12779924
2010,2010,Import,Algeria,72,Iron and steel,Northern America,Americas,399660
2010,2010,Import,Algeria,72,Iron and steel,Northern Europe,Europe,192490290
2010,2010,Import,Algeria,72,Iron and steel,South-eastern Asia,Asia,182446
2010,2010,Import,Algeria,72,Iron and steel,Southern Europe,Europe,1162470903
2010,2010,Import,Algeria,72,Iron and steel,Sub-Saharan Africa,Africa,70764
2010,2010,Import,Algeria,72,Iron and steel,Western Asia,Asia,57007730
2010,2010,Import,Algeria,72,Iron and steel,Western Europe,Europe,227031839
2010,2010,Import,Algeria,72,Iron and steel,World,World,1967294283
