yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Import,State of Palestine,World,81.0,Other base metals; cermets; articles thereof,19777.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2011,2011.0,Import,State of Palestine,Belgium,81.0,Other base metals; cermets; articles thereof,4722.0,,31.46242095,34.262716572130714,50.6402809,4.6667145
2011,2011.0,Import,State of Palestine,China,81.0,Other base metals; cermets; articles thereof,503.0,,31.46242095,34.262716572130714,35.000074,104.999927
2011,2011.0,Import,State of Palestine,Germany,81.0,Other base metals; cermets; articles thereof,1973.0,,31.46242095,34.262716572130714,51.1638175,10.4478313
2011,2011.0,Import,State of Palestine,Israel,81.0,Other base metals; cermets; articles thereof,4995.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2011,2011.0,Import,State of Palestine,USA,81.0,Other base metals; cermets; articles thereof,7584.0,,31.46242095,34.262716572130714,39.7837304,-100.445882
