yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,9363,,,-16.85099460447687,133.4130365630627
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1024252,,,37.977378106878206,73.97804075806764
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,519983,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,64719,,,17.925141963241547,-78.01492950057497
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4780,,,43.897683433510366,-100.08947125585888
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,238336,,,59.36075159783851,25.01346951967388
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,53446,,,10.528384761701911,103.08333472012376
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1098327,,,40.12399607988535,20.742583178432696
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,12369,,,6.06272746187266,22.727528470146083
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,278873,,,26.42921218083572,52.86847103284948
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,362969,,,47.92172048214207,7.866753258497997
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6057655,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,80605,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,260,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,253,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,1173,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,755141,,,,
2007,2007,Import,Fmr Sudan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,430360,,,,
