yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2007,2007,Export,Algeria,72,Iron and steel,Eastern Asia,Asia,80373
2007,2007,Export,Algeria,72,Iron and steel,Eastern Europe,Europe,482148
2007,2007,Export,Algeria,72,Iron and steel,Northern Africa,Africa,31084267
2007,2007,Export,Algeria,72,Iron and steel,Northern America,Americas,582562
2007,2007,Export,Algeria,72,Iron and steel,Northern Europe,Europe,1316561
2007,2007,Export,Algeria,72,Iron and steel,Southern Europe,Europe,105380760
2007,2007,Export,Algeria,72,Iron and steel,Sub-Saharan Africa,Africa,2919471
2007,2007,Export,Algeria,72,Iron and steel,Western Asia,Asia,60338941
2007,2007,Export,Algeria,72,Iron and steel,Western Europe,Europe,4386403
2007,2007,Export,Algeria,72,Iron and steel,World,World,258974723
