yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4258200,21.0000287,57.0036901,37.977378106878206,73.97804075806764
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,5697,21.0000287,57.0036901,51.67568633314729,27.673469819741847
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,56543,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,121157,21.0000287,57.0036901,17.925141963241547,-78.01492950057497
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Micronesia,Oceania,33,21.0000287,57.0036901,6.418559504495792,157.6364476938912
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1519633,21.0000287,57.0036901,43.897683433510366,-100.08947125585888
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,651602,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1373791,21.0000287,57.0036901,10.528384761701911,103.08333472012376
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,15440,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1504171,21.0000287,57.0036901,40.12399607988535,20.742583178432696
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,2,21.0000287,57.0036901,6.06272746187266,22.727528470146083
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,387401,21.0000287,57.0036901,26.42921218083572,52.86847103284948
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3173295,21.0000287,57.0036901,47.92172048214207,7.866753258497997
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,32373136,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Armenia, Armenia,6007,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,91141,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,8642,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,99407,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,66507,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,270239,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2589503,21.0000287,57.0036901,,
2021,2021,Import,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,13630507,21.0000287,57.0036901,,
