yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Central Asia,Asia,661
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Eastern Asia,Asia,165708
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Eastern Europe,Europe,67020
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Northern Africa,Africa,2363
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Northern America,Americas,74772
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Northern Europe,Europe,171980
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Southern Asia,Asia,38387
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Southern Europe,Europe,109265
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Western Asia,Asia,1190744
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,Western Europe,Europe,281931
2005,2005,Import,Georgia,57,Carpets and other textile floor coverings,World,World,2116294
